지역코드,도로명,법정동,지번,아파트,건축년도,층,전용면적,년,월,일,거래금액
41111,경수대로,파장동,632,북수원아이파크,2005,2,84.98,2020,1,6,325000000
41111,수일로,파장동,199,궁전,1986,4,44.37,2020,1,13,120000000
41111,경수대로,파장동,212-5,삼익,1978,4,104.83,2020,1,13,275000000
41111,경수대로,파장동,212-5,삼익,1978,11,76.99,2020,1,16,190000000
41111,파장천로58번길,파장동,622,현대,1992,1,59.6,2020,1,16,185000000
41111,수일로,파장동,199,궁전,1986,4,44.37,2020,1,17,125000000
41111,파장로100번길,파장동,572-2,SC제일,2017,6,78.8544,2020,1,20,236000000
41111,파장천로44번길,파장동,622,현대,1992,1,84.95,2020,1,23,229000000
41111,경수대로,파장동,632,북수원아이파크,2005,8,84.98,2020,1,23,400000000
41111,수일로,파장동,199,궁전,1986,2,44.37,2020,1,27,130000000
41111,경수대로,파장동,632,북수원아이파크,2005,4,84.98,2020,1,28,380000000
41111,수일로92번길,파장동,422-2,삼청,1985,2,50.65,2020,1,29,118500000
41111,장안로103번길,정자동,41-12,경원,1985,1,66.24,2020,1,1,153000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,25,59.929,2020,1,1,450000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,8,59.94,2020,1,2,305000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,7,84.911,2020,1,2,555000000
41111,파장로,정자동,423-1,벽산블루밍,2007,7,84.98,2020,1,2,338000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,4,84.45,2020,1,2,367000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,3,99.18,2020,1,2,385000000
41111,정자천로133번길,정자동,880-2,백설마을효성,2000,6,84.68,2020,1,2,358000000
41111,장안로,정자동,395,동신1단지,1987,6,56.71,2020,1,2,157000000
41111,장안로,정자동,313-1,동신2단지,1988,2,63.29,2020,1,3,171000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,13,84.893,2020,1,3,600000000
41111,파장로,정자동,423-1,벽산블루밍,2007,11,126.88,2020,1,3,410000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,7,59.92,2020,1,3,240000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,3,59.992,2020,1,3,259000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,6,84.96,2020,1,3,344000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,12,84.96,2020,1,3,362000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,6,59.98,2020,1,3,275000000
41111,장안로,정자동,303,동신3단지,1989,15,84.93,2020,1,3,220000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,4,49.56,2020,1,4,249000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,27,84.911,2020,1,4,580000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,24,59.929,2020,1,4,460000000
41111,정자천로188번길,정자동,24-1,정자KTe-편한세상,2008,2,84.76,2020,1,4,450000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,21,60.0,2020,1,4,283000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,19,84.51,2020,1,4,380000000
41111,만석로20번길,정자동,918,청솔마을SK한화,2002,15,99.2153,2020,1,4,496000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,7,127.17,2020,1,4,435000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,5,84.96,2020,1,4,326000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,10,59.83,2020,1,4,272000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,16,84.96,2020,1,4,368000000
41111,정자천로133번길,정자동,879-1,백설마을성지동양고속아파트,1999,1,99.89,2020,1,4,378000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,6,59.88,2020,1,4,257000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,12,59.98,2020,1,4,286000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,20,59.96,2020,1,4,285000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,11,59.96,2020,1,4,299000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,24,84.9461,2020,1,4,357000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,20,84.9461,2020,1,4,358000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,3,84.9461,2020,1,4,320000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,4,59.98,2020,1,6,289000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,19,84.9461,2020,1,7,333500000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,3,59.952,2020,1,7,460000000
41111,정자천로188번길,정자동,24-1,정자KTe-편한세상,2008,2,140.72,2020,1,7,530000000
41111,송정로76번길,정자동,11-1,효성,1985,2,75.51,2020,1,7,159000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,11,59.79,2020,1,7,265000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,16,84.96,2020,1,7,355000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,2,59.98,2020,1,8,265000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,8,127.17,2020,1,8,470000000
41111,정자천로133번길,정자동,880-2,백설마을효성,2000,22,76.36,2020,1,8,303000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,7,59.98,2020,1,8,276000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,12,59.98,2020,1,8,277000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,23,59.92,2020,1,9,262000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,7,59.929,2020,1,9,467500000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,34,59.929,2020,1,9,480000000
41111,송정로76번길,정자동,11-1,효성,1985,3,75.51,2020,1,9,160000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,18,59.98,2020,1,10,310000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,8,84.911,2020,1,10,600000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,15,84.71,2020,1,10,378000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,16,59.985,2020,1,10,323500000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,2,127.17,2020,1,10,426000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,4,49.56,2020,1,11,260000000
41111,정자천로188번길,정자동,24-1,정자KTe-편한세상,2008,8,143.41,2020,1,11,560000000
41111,만석로159번길,정자동,297-2,경남아너스빌,2006,13,84.933,2020,1,11,395000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,19,84.45,2020,1,11,398000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,5,84.51,2020,1,11,379000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,19,59.92,2020,1,11,230000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,18,59.92,2020,1,11,237000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,3,127.17,2020,1,11,430000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,18,84.96,2020,1,11,345000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,7,59.83,2020,1,11,300000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,14,59.83,2020,1,11,273000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,5,84.96,2020,1,11,357000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,18,84.96,2020,1,11,355000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,12,59.88,2020,1,11,270000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,5,59.98,2020,1,11,278000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,17,59.98,2020,1,11,290000000
41111,장안로,정자동,313-1,동신2단지,1988,5,59.66,2020,1,11,180000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,13,84.9461,2020,1,11,356000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,10,84.9461,2020,1,11,330000000
41111,만석로159번길,정자동,417,남서울그린맨션,1990,4,126.13,2020,1,11,250000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,6,84.9461,2020,1,13,330000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,17,59.961,2020,1,13,520000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,19,59.92,2020,1,13,236000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,5,59.985,2020,1,13,330000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,9,84.96,2020,1,13,349000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,13,59.83,2020,1,13,280000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,22,59.95,2020,1,13,250000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,18,59.95,2020,1,13,267000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,12,59.96,2020,1,13,290000000
41111,장안로,정자동,313-1,동신2단지,1988,2,48.23,2020,1,13,120000000
41111,장안로,정자동,395,동신1단지,1987,13,43.03,2020,1,13,129000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,10,84.9461,2020,1,14,332000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,33,59.929,2020,1,14,465000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,10,84.911,2020,1,14,630000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,22,84.911,2020,1,14,635000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,16,84.96,2020,1,14,380000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,22,59.96,2020,1,14,275000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,5,59.98,2020,1,14,278000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,16,59.98,2020,1,14,317000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,9,84.9461,2020,1,15,355000000
41111,파장로,정자동,423-1,벽산블루밍,2007,11,84.98,2020,1,15,340000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,13,84.45,2020,1,15,416000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,11,59.985,2020,1,15,280000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,23,59.985,2020,1,15,295000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,12,59.985,2020,1,15,310000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,7,59.985,2020,1,15,330000000
41111,만석로20번길,정자동,918,청솔마을SK한화,2002,8,99.2153,2020,1,15,517000000
41111,정자천로133번길,정자동,879-1,백설마을성지동양고속아파트,1999,15,99.89,2020,1,15,465000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,1,59.98,2020,1,15,265000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,9,59.98,2020,1,15,312000000
41111,장안로,정자동,313-1,동신2단지,1988,8,59.66,2020,1,15,176000000
41111,장안로,정자동,395,동신1단지,1987,11,56.71,2020,1,15,165000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,17,84.9461,2020,1,15,333000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,8,49.56,2020,1,16,275000000
41111,정자천로188번길,정자동,24-1,정자KTe-편한세상,2008,11,84.76,2020,1,16,500000000
41111,파장로,정자동,423-1,벽산블루밍,2007,1,84.98,2020,1,16,302000000
41111,만석로159번길,정자동,297-2,경남아너스빌,2006,6,59.988,2020,1,16,282000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,3,39.84,2020,1,16,180000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,11,84.45,2020,1,16,400000000
41111,천천로21번길,정자동,922,화서역 위너스 파크,2002,15,84.51,2020,1,16,417000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,7,59.985,2020,1,16,329500000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,10,84.96,2020,1,16,350000000
41111,송정로,정자동,9-2,벽산그랜드코아,1994,16,78.86,2020,1,16,184000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,5,59.79,2020,1,16,242000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,8,59.79,2020,1,16,260000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,8,59.83,2020,1,16,270000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,3,59.83,2020,1,16,295000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,23,59.83,2020,1,16,284000000
41111,정자천로133번길,정자동,879-1,백설마을성지동양고속아파트,1999,2,135.63,2020,1,16,500000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,15,59.88,2020,1,16,266500000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,9,59.98,2020,1,16,272000000
41111,장안로,정자동,395,동신1단지,1987,14,77.05,2020,1,16,202000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,15,84.9461,2020,1,16,327000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,8,84.9461,2020,1,16,365000000
41111,덕영대로639번길,정자동,900-1,꽃뫼마을장안,1999,20,59.9,2020,1,16,289000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,17,59.94,2020,1,16,310000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,11,59.94,2020,1,17,310000000
41111,영화로71번길,정자동,80-18,눈e부신,2008,14,59.94,2020,1,17,244000000
41111,만석로159번길,정자동,297-2,경남아너스빌,2006,2,119.561,2020,1,17,370000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,8,60.0,2020,1,17,298000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,6,59.985,2020,1,17,285000000
41111,만석로20번길,정자동,918,청솔마을SK한화,2002,8,99.2153,2020,1,17,500000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,12,59.83,2020,1,17,288000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,1,59.83,2020,1,17,255000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,21,84.96,2020,1,17,370000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,18,84.96,2020,1,17,362000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,13,59.98,2020,1,17,318000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,5,59.96,2020,1,17,310000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,14,59.98,2020,1,17,312000000
41111,장안로,정자동,313-1,동신2단지,1988,3,43.02,2020,1,17,123000000
41111,장안로,정자동,395,동신1단지,1987,12,56.71,2020,1,17,168000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,5,84.9461,2020,1,17,364000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,16,59.94,2020,1,17,310000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,5,59.94,2020,1,18,330000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,31,59.929,2020,1,18,500000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,11,59.952,2020,1,18,520000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,35,84.911,2020,1,18,630000000
41111,파장로,정자동,423-1,벽산블루밍,2007,5,59.99,2020,1,18,302000000
41111,만석로159번길,정자동,297-2,경남아너스빌,2006,7,84.903,2020,1,18,340000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,12,39.84,2020,1,18,186000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,4,59.985,2020,1,18,328500000
41111,만석로20번길,정자동,919,청솔마을한라,2001,15,59.985,2020,1,18,320000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,16,59.985,2020,1,18,325000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,18,127.17,2020,1,18,490000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,7,84.96,2020,1,18,345000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,2,84.96,2020,1,18,340000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,5,59.79,2020,1,18,250000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,11,59.83,2020,1,18,285000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,9,59.83,2020,1,18,280000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,2,84.96,2020,1,18,340000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,10,59.88,2020,1,18,260000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,21,59.95,2020,1,18,265000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,12,59.88,2020,1,18,275000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,14,59.88,2020,1,18,260000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,16,59.98,2020,1,18,310000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,12,59.98,2020,1,18,295000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,16,59.98,2020,1,18,290000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,8,59.98,2020,1,18,329000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,15,59.98,2020,1,18,295000000
41111,장안로,정자동,313-1,동신2단지,1988,9,63.29,2020,1,18,167500000
41111,장안로,정자동,313-1,동신2단지,1988,12,69.14,2020,1,18,200000000
41111,대평로39번길,정자동,888-2,노을마을대동,2000,7,59.99,2020,1,18,270000000
41111,덕영대로639번길,정자동,900-1,꽃뫼마을장안,1999,2,59.9,2020,1,18,290000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,8,59.94,2020,1,18,330000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,19,59.94,2020,1,18,298000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,14,59.94,2020,1,18,310000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,11,59.94,2020,1,18,305000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,5,59.94,2020,1,18,330000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,16,59.83,2020,1,19,275000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,19,59.929,2020,1,19,485000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,6,59.94,2020,1,20,340000000
41111,영화로85번길,정자동,69-2,정자2차희성연인,2009,8,84.946,2020,1,20,270000000
41111,만석로159번길,정자동,297-2,경남아너스빌,2006,3,84.903,2020,1,20,340000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,19,60.0,2020,1,20,320000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,12,59.92,2020,1,20,250000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,18,59.985,2020,1,20,310000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,15,59.985,2020,1,20,317000000
41111,정자천로133번길,정자동,880-2,백설마을효성,2000,7,76.36,2020,1,20,330000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,11,59.79,2020,1,20,270000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,2,59.79,2020,1,20,257500000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,14,59.79,2020,1,20,290000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,19,59.79,2020,1,20,280000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,13,59.83,2020,1,20,308000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,2,59.88,2020,1,20,247000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,16,59.95,2020,1,20,261000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,16,59.95,2020,1,20,260000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,4,59.95,2020,1,20,246000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,12,59.95,2020,1,20,258000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,22,59.96,2020,1,20,303000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,3,59.98,2020,1,20,280000000
41111,장안로,정자동,395,동신1단지,1987,4,43.03,2020,1,20,119000000
41111,장안로,정자동,395,동신1단지,1987,8,77.05,2020,1,20,210000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,16,84.9461,2020,1,20,353000000
41111,대평로39번길,정자동,888-2,노을마을대동,2000,16,59.99,2020,1,20,280000000
41111,대평로39번길,정자동,888-2,노을마을대동,2000,13,59.97,2020,1,20,280000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,4,59.94,2020,1,20,328000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,13,49.56,2020,1,21,280000000
41111,영화로85번길,정자동,69-2,정자2차희성연인,2009,15,84.946,2020,1,21,255000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,24,60.0,2020,1,21,290000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,20,59.92,2020,1,21,268000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,19,59.92,2020,1,21,255000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,12,59.92,2020,1,21,240000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,8,59.92,2020,1,21,234000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,5,59.985,2020,1,21,290000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,10,59.985,2020,1,21,335000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,1,59.985,2020,1,21,280000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,18,84.96,2020,1,21,360000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,17,59.79,2020,1,21,277000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,10,59.79,2020,1,21,285000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,4,59.83,2020,1,21,290000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,7,59.83,2020,1,21,295000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,9,59.83,2020,1,21,293000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,22,59.83,2020,1,21,278000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,7,59.88,2020,1,21,265000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,5,59.95,2020,1,21,270000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,1,59.88,2020,1,21,229000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,13,59.98,2020,1,21,317000000
41111,수성로245번길,정자동,887-1,화서역 우방 센트럴파크,1999,1,59.98,2020,1,21,285000000
41111,장안로,정자동,313-1,동신2단지,1988,4,63.29,2020,1,21,177000000
41111,장안로,정자동,313-1,동신2단지,1988,9,59.66,2020,1,21,176000000
41111,장안로,정자동,313-1,동신2단지,1988,13,43.02,2020,1,21,141000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,22,84.9461,2020,1,21,365000000
41111,천천로74번길,정자동,914,대월마을대림진흥,2001,4,84.9461,2020,1,21,330000000
41111,대평로39번길,정자동,888-2,노을마을대동,2000,9,59.99,2020,1,21,256000000
41111,대평로39번길,정자동,888-2,노을마을대동,2000,16,59.97,2020,1,21,275000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,20,59.94,2020,1,21,300000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,18,59.94,2020,1,21,310000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,1,49.56,2020,1,22,250000000
41111,이목로,정자동,945,수원 SK SKY VIEW,2013,29,59.929,2020,1,22,500000000
41111,영화로71번길,정자동,80-18,눈e부신,2008,13,59.94,2020,1,22,245000000
41111,덕영대로639번길,정자동,881-4,꽃뫼노을마을한마루아파트,2000,12,60.0,2020,1,22,320000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,10,49.8,2020,1,22,200000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,8,59.92,2020,1,22,243000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,15,59.92,2020,1,22,245000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,13,59.985,2020,1,22,325000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,16,99.18,2020,1,22,450000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,5,59.79,2020,1,22,270000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,16,59.83,2020,1,22,280000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,14,59.83,2020,1,22,298000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,8,59.83,2020,1,22,287000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,20,59.88,2020,1,22,287500000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,16,59.88,2020,1,22,255000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,9,59.95,2020,1,22,292000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,19,59.95,2020,1,22,260000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,4,59.95,2020,1,22,265000000
41111,장안로,정자동,313-1,동신2단지,1988,1,84.98,2020,1,22,200000000
41111,장안로,정자동,395,동신1단지,1987,9,43.03,2020,1,22,127000000
41111,대평로51번길,정자동,882-5,화서역파크뷰,2000,5,49.56,2020,1,22,265000000
41111,덕영대로639번길,정자동,900-1,꽃뫼마을장안,1999,13,59.9,2020,1,23,335000000
41111,파장로,정자동,423-1,벽산블루밍,2007,12,126.88,2020,1,23,380000000
41111,정자천로188번길,정자동,884-4,두견마을벽산3차,2000,17,99.95,2020,1,23,340000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,18,59.92,2020,1,23,250000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,17,59.92,2020,1,23,254000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,9,59.92,2020,1,23,244000000
41111,천천로74번길,정자동,913,북수원리버파크,2002,6,49.8,2020,1,23,192000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,18,59.985,2020,1,23,310000000
41111,만석로20번길,정자동,919,청솔마을한라,2001,8,59.985,2020,1,23,330000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,2,127.17,2020,1,23,460000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,10,127.17,2020,1,23,529000000
41111,정자천로189번길,정자동,872-1,연꽃마을풍림,1999,1,99.18,2020,1,23,390000000
41111,정자천로189번길,정자동,873-3,연꽃마을벽산,2000,3,84.96,2020,1,23,341000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,17,59.79,2020,1,23,290000000
41111,만석로68번길,정자동,870-1,백설마을현대코오롱아파트,1999,15,59.79,2020,1,23,275000000
41111,천천로22번길,정자동,880-3,백설마을삼환나우빌,1999,6,59.83,2020,1,23,293000000
41111,대평로89번길,정자동,871-4,백설 에듀빌,2001,14,84.96,2020,1,23,367000000
41111,정자천로188번길,정자동,886-1,화서역현대벽산,1999,24,59.95,2020,1,23,280000000
